id,title
5998,"Ghazni: Intelligence officer killed, 6 injured"
5999,"Takhar: Large area and 17 outposts conquered, looted tanks, weapons etc."
6000,"Paktia and Kunar blasts kill three security personnel"
6003,"Jalalabad and Khost, police commander and informant killed"
6005,"Attack on Kapisa and Logar, check post and patrol party, 2 killed"
6006,"Paktia and Logar, American brutality, 6 civilians martyred"
6007,"Attacks in Kapisa, Ghazni and Paktia, five killed, vehicle and weapons looted"
6008,"Balkh, Paktia and Kunar, three tanks and vehicles destroyed"
6009,"Baghlan, militant commander killed, including bodyguard"
6010,"Helmand, martyrdom attack, center collapsed, 136 killed, vehicles destroyed"
6011,"Missile attack on Shulgar headquarters in Ghazni, 5 injured"
6012,"Laghman and Paktika, three killed and wounded, one surrendered"
6013,"Bagram, US armored tank destroyed, 4 killed and wounded"
6014,"Jawzjan, Takhar and Nangarhar: 15 killed and wounded, weapons looted"
6015,"Trump's Medal of Courage Murdered"
6017,"Nangarhar and Paktia, five policemen injured, vehicles destroyed, army surrendered"
6018,"Kabul and Balkh, intelligence officer injured and militants killed"
6019,"Laghman and Khost attacks, four policemen and soldiers killed"
6020,"Ghazni and Paktika, enemy escaped, 5 killed including commander"
6021,"Rozgan operation continues, 30 commandos killed, 11 arrested"
6022,"Mujahideen missile attack on American airbase, Bagram"
6023,"Attacks in Kabul, Maidan, Logar and Khost, 3 killed"
6024,"Escape from Ghazni, puppet military base and three outposts"
6025,"Logar and Nangarhar, American raids, children and women martyred"
6026,"Kunduz and Baghlan attacks, two killed, two injured"
6027,"Nangarhar, military base in flames, losses"
6028,"Kabul and Takhar, including the commander, two wounded, one killed"
6029,"Maidan and Logar, attack on check post, vehicle destroyed, 6 killed and injured"
6030,"Lugar, American brutality, 3 civilians martyred, one arrested"
6031,"Spokesman denies US bombing of Mujahideen meeting"
6032,"Trench operation, five conquest centers, 29 killed, including commanders"
6033,"In Kandahar, 8 soldiers were killed in a clash"
6034,"Faryab, Markaz Vachukian Fateh, 25 surrendered, 15 killed, booty"
6035,"Kabul, Ghazni, Baghlan, Maidan and Paktia, tanks, vehicles destroyed, 9 killed"
6036,"Logar, tank and vehicle destroyed, 6 personnel killed and injured"
6038,"Trench operation, military bases and outposts conquered, 4 tanks and weapons looted, killed"
6039,"Laghman, Maidan and Nangarhar, tanks destroyed, 5 killed and injured"
6042,"Ghazni and Logar attacks, check post victory, 19 killed including commandos"
6043,"Paktika and Nangarhar, US raids, houses destroyed, 7 arrested"
6044,"Attacks in Kabul, Laghman and Nangarhar, 4 killed and injured"
6045,"Ghazni and Maidan, four outposts conquered, 27 killed, weapons looted"
6046,"Logar, Paktika and Ghazni operations: Four tanks destroyed, 41 killed and wounded"
6047,"Kunduz, Paktia and Balkh, tanks destroyed, 3 killed and injured"
6048,"Nangarhar: Seven soldiers surrendered, police vehicle destroyed, 4 killed"
6049,"US raid on Helmand Central Jail, 19 arrested"
6051,"Badakhshan operation, large area conquered, 6 fighters surrendered"
6052,"Jalalabad and Syedabad attacks and blasts, five killed"
6053,"Ghazni, Fateh district centers, dozens including police chief killed, loot"
6054,"Khost and Kapisa attacks, two injured"
6055,"Kandahar and Faryab centers and outposts conquered: 14 killed, enough booty"
6056,"Logar, base attack, tank fire, four commandos killed"
6057,"Spokesman's statement regarding the death of Bomb Disposal Squad personnel in Kandahar"
6058,"Nangarhar, US raid, looting, child and elderly arrested"
6059,"Mujahideen occupy Ghazni, Deh Yakwar Jaghto districts, killings, loot"
6061,"Gardez, Chowki Fateh, 4 killed, 3 arrested, tanks, vehicle and weapons looted"
6062,"Trench operation: Three commanders including council chief killed"
6063,"Nangarhar, US raid, seven civilians arrested"
6064,"Ghazni: Caravan attacked, tanks and vehicles destroyed, casualties"
6065,"Nangarhar and Paktika attacks and blasts, five killed and injured"
6067,"Kunduz, four outposts conquered, 17 killed and wounded, including two commanders"
6069,"Ghazni highway closed, two tanks destroyed, 13 commandos killed and wounded"
6070,"Kunduz and Nangarhar, two policemen and a soldier killed"
6071,"Trench operation, 16 killed and injured, including senior officers"
6072,"Ghazni and Kapisa, police and militants attacked, 2 killed"
6073,"Attacks on Paktia and Maidan, check post and caravan, 4 killed"
6074,"Nangarhar, militants clash, 5 killed and wounded"
6075,"Ghazni, American bombing, mosque and houses destroyed"
6077,"Balkh military operation failed, 31 killed, including 3 commanders"
6080,"3 killed and injured in Khost and Laghman including intelligence officer"
6082,"Attack on Kabul and Takhar, military base and convoy, tanks destroyed"
6084,"Badakhshan, militant commander surrendered with two bodyguards"
6085,"Nangarhar police killed, four surrendered"
6086,"Attacks on Laghman and Logar enemy, 3 killed and wounded"
6087,"Zabul, military base and 12 outposts conquered, 70 killed including commander, booty"
6088,"Jawzjan and Paktia, three policemen and militants killed, weapons looted"
6090,"Nangarhar, US raid, houses destroyed, 4 citizens arrested"
6091,"Ghazni, Balkh and Maidan attacks, 3 tanks destroyed, 15 killed and wounded"
6092,"Khost and Nangarhar attacks and blasts, 7 killed and injured"
6093,"Kabul and Logar attacks, five soldiers and fighters killed and wounded"
6094,"Khost and Nangarhar: American brutality, 5 people martyred, 2 arrested"
6096,"Jawzjan and Ghazni, conquests, 13 killed, two tanks and weapons looted"
6097,"Conquest of 6 centers in Rozgan, 18 soldiers killed, many weapons looted"
6099,"Rozgan, operation continues, five check posts conquered, enemy besieged"
6100,"Jabal Siraj and Nangarhar, seven fighters surrendered with weapons"
6101,"Kunduz: 3 killed, wounded in attack on check posts"
6103,"Kunduz vehicle destroyed, 6 killed, including commander"
6104,"Ghazni: Attack on check post kills seven militants"
6105,"Logar, check post and party attacked, 6 killed, weapons looted"
6107,"Sheberghan: Two militants killed in attack on check post"
6108,"Tagab: Attack on check post, seven militants killed and wounded"
6109,"Faryab, Chowki Fateh, 11 killed including two commanders, weapons looted"
6110,"Trench operation, district centers conquest, casualties, considerable booty"
6112,"Attack on district and police centers in Nangarhar, 6 killed and injured"
6113,"Ghazni: 4 killed in attack on police check post"
6114,"Samangan, besieged enemy, outposts conquered, killed"
6115,"Attacks on Logar and Khost, Ashraf Ghani and military bases"
6116,"Ghazni and Paktia, victories, 6 tanks destroyed, 49 killed and wounded"
6117,"Baghlan, Kunar and Balkh, attacks back, highway closed, 3 surrendered"
6118,"Logar vehicle destroyed, militant commander killed, including bodyguards"
6119,"Kandahar and Rozgan, center and outpost conquest, 22 murders, weapons looted"
6121,"Nangarhar, attacks on soldiers and fighters, 10 killed and wounded"
6123,"Helmand Conquests: Tanks destroyed, 52 killed and wounded, booty"
6124,"Paktia attacks and blasts, two vehicles destroyed, 6 killed"
6125,"Bagram, US Airbase hit by missiles"
6126,"Baghlan military attack repulsed, 12 killed, including commander"
6127,"Ghazni highway closed, 5 tanks and vehicles destroyed, 25 killed and injured"
6128,"Kabul, Kunduz and Jawzjan, conquests, enemy escape"
6129,"Farah, victories continue, 62 killed, including senior officers"
6130,"Khost, Logar, Kapisao Kunar attacks, 6 killed and injured"
6132,"Baghlan and Paktia, attacks on forces, 28 killed and wounded"
6133,"Ghazni: Outpost conquered, 3 tanks destroyed, 14 killed and wounded"
6134,"Nangarhar: Three vehicles destroyed, 15 killed and injured"
6135,"Maidan-e-Wulghan, outposts conquered, tanks destroyed, 15 killed and wounded"
6136,"Khost, Maidan and Paktia, tanks destroyed, 6 killed and injured"
6137,"Mujahideen attack on Bagram, American airbase"
6139,"Badghis, 15 commanders surrendered with 500 armed men and vehicles"
6140,"Paktia and Laghman attacks, tanks and tankers destroyed, 3 killed"
6141,"Ghazni, check post conquest, tank destroyed, 7 killed and wounded, weapons looted"
6142,"Logar, Ghazni and Khost, checkpoints conquered, 14 killed, weapons looted"
6143,"Rozgan, military bases and outposts conquered, 20 killed, 12 arrested, loot"
6144,"Highway closure, check post conquest, 3 tanks destroyed, 18 commandos and soldiers killed"
6146,"Faryab, conquests, 20 killed, 4 tanks and enough weapons looted"
6147,"Bloody attacks in Zabul, 56 killed including senior officers, lots of loot"
6148,"Wide area conquered, 15 killed, 60, tanks, vehicles, motorcycles looted"
6149,"Commando helicopter crash, victories, including hijackers, 27 killed"
6150,"Paktia attacks and explosions, tanks destroyed, 8 killed and injured"
6152,"Ghazni, two outposts conquered, vehicle destroyed, seven killed, weapons looted"
6154,"Ghazni: Caravan attacked, 3 tanks destroyed, 12 killed and injured"
6155,"4 killed, wounded in Badakhshan attack"
6156,"Khost and Paktia blasts, 6 killed and injured"
6157,"Kabul, Logar and Baghlan attacks, check post victory, booty"
6158,"In Kunduz, Mujahideen killed a savage commander"
6159,"Attack on Nuristan, district centers and outposts, 4 killed"
6160,"Laghman and Paktika, attacks on forces, five killed and wounded"
6161,"Zabul, five outposts conquered, 43 soldiers killed, enough weapons looted"
6163,"Kandahar and Helmand: Outposts conquered, 28 killed and wounded, booty"
6164,"Logar: Caravan attacked, tank destroyed, five killed and injured"
6165,"Bagram, US tank and police vehicle destroyed, 8 savages and police killed"
6166,"Maidan and Ghazni, attack on military base and party, 3 killed"
6167,"Ghazni, check post conquest, tank destroyed, 22 killed and wounded, weapons looted"
6168,"Farah, military base Fateh, 27 killed, 4 tanks, vehicle and weapons looted"
6169,"Badakhshan and Baghlan conquests: 19 killed, including two commanders, booty"
6170,"Maidan and Paktika, four officers including commander killed"
6171,"Missile attack on Bagram US airbase"
6172,"Logar and Laghman, US soldier killed, including 2 commandos, 4 killed"
6173,"Kabul and Takhar, checkpoints attacked, vehicle destroyed, casualties"
6176,"Baghlan and Balkh, raids and attacks, 5 killed, 2 surrendered"
6177,"Ghazni, outpost conquered, five tanks destroyed, 29 killed and wounded, weapons looted"
6179,"Conquests in Jawzjan and Kunduz, 6 killed and wounded, booty"
6180,"Kabul, Fidai Mujahideen attack, killing more than 20 foreign and domestic officials"
6181,"9 killed and wounded in Kunduz and Baghlan"
6182,"Badakhshan and Laghman, repulsed attacks, enemy fled, tanks destroyed"
6186,"Kandahar, attack on military bases and outposts, seven killed"
6187,"Baghlan, Ghazni, Logar and Maidan, four tanks destroyed, 18 killed and wounded"
6188,"Paktia: Intelligence chief killed, 3 policemen injured"
6191,"Jawzjan, including the commander, surrendered with 11 ISIS weapons"
6192,"Baghlan, military base and convoy attacked, two tanks destroyed"
6193,"Nangarhar fighting, blasts, 19 killed and 9 surrendered"
6195,"Ghazni: Attack on military convoy, 7 tanks destroyed, 43 killed and wounded"
6196,"Khost and Paktika, murder police, captured Fuji"
6197,"Faryab, District Headquarters, Military Centers Conquest, Killings, Loot"
6198,"Attack on Ghazni, district center and convoy, 19 killed and injured"
6199,"Conquests in Badghis and Helmand, 19 killed, wounded, arrested, booty"
6200,"Paktika and Laghman attacks, two policemen killed and injured"
6202,"Kandahar and Helmand, check posts conquered, 19 killed including commander, weapons looted"
6203,"Khost, police convoy attacked, two vehicles destroyed"
6204,"Security personnel surrender in Jawzjan"
6205,"Kunar, Balkh, Maidan and Jawzjan, 6 killed and wounded, one surrendered"
6206,"Badakhshan and Zabul, 13 commandos including police chief killed, loot"
6207,"Ghazni, enemy escapes, highway closed, 4 tanks destroyed, 19 killed and injured"
6208,"Trench operation and victories, 20 killed and wounded, booty"
6209,"Khost, Maidan and Ghazni, 6 killed and wounded including commander"
6211,"Faryab operation, 60 killed and arrested, including commanders, considerable booty"
6212,"Rozgan clashes, 5 killed including 4 US soldiers, 4 commandos injured"
6213,"Ghazni: Attack on district centers, enemy escapes, four injured"
6214,"Baghlan, Tala and Barfak District Center Fateh, 2 tanks, 5 vehicles and enough weapons looted"
6215,"Bagram, Balkh and Bamyan attacks, tanker destroyed, loot, two killed"
6216,"5 killed, 5 injured in Logar attack"
6217,"Kandahar and Paktika attacks: 27 killed and wounded, vehicle and weapons looted"
6218,"Conquests in Badakhshan and Ghazni, 20 killed, including police chief"
6219,"Attacks on Laghman, Maidan and Baghlan caravans, vehicles destroyed"
6221,"The letter attributed to the Islamic Emirate is a fake and intelligence conspiracy"
6222,"Farah and Zabul, attacks and explosions, seven soldiers killed"
6223,"Operations in Kandahar and Helmand, 22 killed, including officer"
6224,"Dzhalal-Abad, Special Forces Commander, bodyguard killed, weapons looted"
6225,"Herat and Zabul, two vehicles destroyed, 5 killed and wounded, weapons looted"
6226,"Attack on Ghazni district center and caravan, 7 killed"
6227,"Attack on Kandahar center and caravan, 24 killed, 8 arrested, lots of booty"
6228,"Balkh, Ghazni and Paktia, two tanks, one vehicle destroyed, 20 killed and injured"
6230,"Nangarhar-Paktia attack, five tanks and vehicles destroyed, 18 killed and injured"
6231,"Faryab: A ruthless militant commander died of his injuries"
6232,"Attack on Rozgan, military base and police, 4 killed"
6233,"Herat and Zabul, forces attacked, three killed"
6234,"Helmand, attacks on police and soldiers, 21 killed, tanks destroyed"
6235,"Badakhshan and Ghazni conquests, 33 killed and wounded, five tanks destroyed"
6236,"Paktia: Five killed, including district chief"
6237,"Ghazni: Military operation failed, 17 tanks destroyed, 84 killed and wounded"
6238,"Faryab and Badghis, check post conquest, 13 killed and wounded, tanks and weapons looted"
6239,"6 soldiers killed and wounded in Kabul, Baghlan, Logar and Khost"
6240,"Khost strongly denies blast / spokesman"
6241,"Khost, American raid, 15 arrested, one martyr"
6243,"Maidan and Logar, attack on district center Vachuki, vehicle destroyed"
6244,"Attack on Kabul and Bagram, American airbase and outposts, 4 killed and injured"
6245,"Nangarhar: Attack on check post, blast, 8 killed and injured, vehicles destroyed"
6246,"Operation, 15 killed and wounded including commanders, 6 tanks and vehicles destroyed"
6247,"Missile attack on Bagram, crusader US airbase"
6248,"Trench operation kills 17, including three commanders"
6249,"Faryab, the brutality of the militants, Imam Shaheed Mosque"
6250,"Bagram, US airbase attacked, commander wounded, bodyguard killed"
6251,"Laghman, Logar, Maidan and Paktika, attacks on the enemy, two killed"
6252,"Mujahideen attack check posts in Kabul and Nangarhar"
6253,"Nangarhar, American raids and barbarism, 9 martyrs and wounded"
6255,"Badakhshan, District Center Fateh, 29 killed and wounded, vehicles and weapons looted"
6256,"Jalalabad: Attack on police kills three"
6257,"Ghazni and Logar: Five tanks, one vehicle destroyed, 25 killed and injured"
6258,"Attack on Nangarhar police station and patrol party, 7 killed and injured"
6259,"Kandahar and Badghis conquests, 23 killed and wounded, plenty of booty"
6261,"Faryab and Zabul outpost conquered, 8 killed including two commanders, booty"
6262,"Parwan, intelligence officer killed, three militants injured"
6263,"Badakhshan, police headquarters and outposts conquered, 21 killed and wounded, booty"
6264,"US raids, bombings, shops and homes destroyed"
6265,"Nangarhar and Logar, attacks on soldiers and militants, 6 killed"
6266,"Kunduz and Balkh, check post conquest, convoy attacked, enemy escapes"
6267,"Badakhshan and Ghazni attacks, 8 militants and soldiers killed"
6268,"14 killed, injured in Logar, Nangarhar, tanks and vehicles destroyed"
6271,"Kandahar, Faryab and Nimroz, 3 tanks destroyed, 18 killed, booty"
6272,"Latest, Badakhshan, police headquarters and outposts conquered, killed"
6274,"Ghazni and Logar: Attacks on check posts, 8 killed and wounded"
6275,"Mujahideen attacks, five tanks and vehicles destroyed, 19 killed and wounded"
6276,"Trench operation continues, 35 killed and 9 surrendered"
6278,"Missile attacks on Bagram and Ghazni, American and puppet centers"
6279,"Logar and Maidan, tanks destroyed, officer killed"
6280,"Kapisa, US operation failed, 30 Americans and puppets killed and injured"
6281,"Khost, Paktia and Nuristan operations, 16 killed and injured"
6283,"Attacks on US troops and commandos in Kandahar and Helmand, 18 killed"
6286,"Khost, Kunar and Paktika, attacks on check posts, 6 killed and injured"
6287,"Ghazni, Nangarhar and Maidan, US raids, 22 arrested, 3 martyred"
6288,"Faryab, General's Palace, two outposts and vast area of Fateh"
6289,"Trench operation: Attacks on centers, 4 killed and injured"
6290,"Five tanks and vehicles destroyed in Kandahar and Helmand, 15 killed and injured"
6291,"Rozgan, American horror, one martyred, another wounded"
6292,"Attack on military base in Kandahar and Rozgan, blast, 4 killed"
6294,"Trench operation, 22 killed, including two Americans, commando commander"
6295,"Khost, American raid, child and woman martyred, 30 arrested"
6296,"Faryab: Caravan attacked, four tanks destroyed, killed"
6297,"Helmand, police and soldiers attacked, 4 killed"
6298,"Faryab, forces repulsed attacks, 5 killed and injured"
6300,"Herat, Paktika and Laghman, attacks and explosions, seven killed and injured"
6301,"Badghis and Laghman, attacks on military convoys, enemy escapes"
6302,"Zabul and Ghazni, conquests, 15 killed and wounded, weapons looted"
6303,"Maidan and Logar, tanks destroyed, 6 policemen and soldiers killed and injured"
6304,"Kandahar blast, militant commander, tanks destroyed"
6305,"Shah Joi, intelligence chief injured, vehicle destroyed"
6306,"4 civilians martyred in Faryab"
6307,"Attacks in Helmand and Fayab, five puppets killed"
6308,"Nangarhar: US drone crashes, 13 puppets killed and injured"
6309,"Jawzjan: Tank bomb kills four miscreants"
6312,"Laghman, attack on puppet troops, five killed and wounded"
6313,"Baghlan: Attack on military convoy, five tanks and vehicles destroyed"
6314,"Attacks on Kabul and Takhar, district centers and outposts"
6315,"Balkh, American armored tank bomb victim, crusader killed and wounded"
6316,"Attacks on Nuristan, Khost and Maidan, airports and centers"
6317,"Attacks on Laghman and Ghazni, military bases and outposts, 4 killed and wounded"
6318,"Nangarhar, check post occupied, 12 killed and wounded, 7 surrendered, weapons looted"
6319,"Rozgan and Nangarhar, vehicle destroyed, seven killed and injured"
6320,"Badghis, Baghlan and Paktika, enemy escaped, check post conquered, 16 killed and wounded"
6321,"Balkh and Ghazni clashes, 6 tanks destroyed, 56 killed and wounded, booty"
6322,"Kandahar, American brutality, 20 civilians martyred and wounded"
6324,"Kabul, Ghazni and Balkh, check posts conquered, enemy escaped, 14 killed and wounded"
6325,"Latest, martyrdom attack on military base in Helmand, deaths"
6326,"Herat, military vehicle destroyed, 12 killed, including commander"
6327,"Badakhshan and Takhar, military bases and outposts conquered, 30 killed and wounded"
6328,"Paktia and Baghlan, two vehicles destroyed, 4 personnel killed and injured"
6329,"Khost and Zabul, attacks on troops, 3 killed"
6331,"Maidan, Ghazni and Logar operations, 2 tanks destroyed, 19 killed and wounded"
6332,"Rozgan, attacks on troops, tanks destroyed, 8 killed"
6333,"Bagram and Kunduz, car and motorcycle destroyed, casualties, loot"
6334,"Victory over the military base in Juma Bazaar, the enemy escaped"
6335,"Kandahar, American terror, 2 civilians martyred, 6 injured"
6336,"Herat, Kandahar and Zabul: Attacks on troops, 22 killed and wounded"
6337,"Taza Tartin, Kunduz Fort Zal Bazaar and ten outposts conquered, killed"
6338,"Helmand Martyrdom Attack, Mohmand Center, 29 killed, vehicles destroyed"
6339,"Takhar operation: vast area and 8 outposts Fateh, booty"
6340,"Helmand and Kandahar attacks, 20 killed, including commander"
6341,"Nangarhar operation, 15 killed and 8 surrendered"
6342,"Herat, caravans and outposts attacked, three vehicles destroyed"
6344,"Attack on military and district centers in Nuristan, seven personnel injured"
6345,"Missile attack on Bagram, US airbase"
6346,"Ghazni, Paktia and Baghlan, including the commander killed three"
6347,"Kandahar and Faryab: 19 killed and wounded, including conquest commander, booty"
6348,"Kunduz, tank bomb victim, 6 soldiers killed, weapons looted"
6349,"Khost, military tanks and vehicles destroyed, several killed"
6350,"Jawzjan, Samangan and Baghlan: 28 killed and wounded including 3 commanders"
6351,"Attacks on centers in Laghman, Kunar, Paktia, five injured"
6352,"Zabul, Nimroz and Badghis attacks, four killed and wounded"
6353,"Badakhshan: Attack on police, two killed, weapons looted"
6354,"Faryab, two centers, 9 outposts and vast area of conquest, considerable booty"
6355,"Ghazni: Attack on security forces kills four"
6356,"Nangarhar commandos raid fails, 8 killed and injured"
6358,"Logar, Ghazni and Maidan, vehicle destroyed, four killed"
6359,"Farah, Faryab, Badghis and Ghor: Tanks and vehicles destroyed, casualties"
6360,"Rozgan and Zabul, attacks on forces, seven killed"
6361,"Faryab: Puppet troops attacked, 9 killed and wounded"
6363,"Attacks and deaths in Kunar, Balkh, Khost, Nangarhar and Laghman"
6364,"Attacks in Ghazni, Paktia and Laghman, two vehicles destroyed, 5 killed"
6365,"Attacks on Nangarhar, district and police centers, 11 killed and injured"
6366,"Attacks on Parwan, district and police centers, checkpoints conquered, deaths"
6367,"Badakhshan and Logar, four outposts conquered, 17 killed, weapons looted"
6368,"Nangarhar operation, four tanks and vehicles destroyed, 54 killed and injured"
6369,"Khost, Laghman and Baghlan, attacks on the enemy, casualties"
6370,"Parwan and Kunar, attacks on bases and outposts, 5 injured"
6371,"Attacks on police and military posts in Paktia, 6 personnel injured"
6372,"Takhar and Samangan, 12 outposts conquered, including commander killed, booty"
6373,"Ghazni: Outpost conquered, tank destroyed, 16 killed including commander"
6374,"Baghlan operation continues, wide area conquered, including Commander Mohib killed"
6375,"Balkh fierce fighting, 30 killed, including two commanders"
6376,"Faryab, outposts conquered, 27 killed and wounded, plenty of booty"
6379,"Attacks on military bases in Kabul, Khost and Bamyan"
6381,"Trench operation kills 13, including deputy governor and commander"
6382,"Logar, Maidan, Nimroz and Laghman attacks, two tanks destroyed"
6383,"Kandahar and Zabul, conquests, 3 tanks destroyed, 24 killed, weapons looted"
6384,"Kunduz, military base Fataj, tanks and vehicles destroyed, 19 killed, loot"
6385,"Attack on military bases and outposts in Nuristan and Parwan"
6386,"Zabul blast destroys two military tanks, kills four"
6388,"Attack on Lalpur Markaz check posts in Nangarhar, 5 killed and injured"
6389,"Attack on Khost and Kunar, military bases and outposts"
6390,"Attack on Parwan, headquarters and outposts, five killed"
6391,"Ghazni and Nangarhar, attack on police and militants, 2 killed, weapons looted"
6392,"Attack on Jawzjan and Logar, enemy bases and caravans"
6393,"Helmand security forces attacked, seven killed"
6394,"Faryab, check post conquered, four killed and wounded, weapons looted"
6395,"Nangarhar and Maidan, attack on police, three killed including commander"
6396,"Herat and Nimroz, commander killed, four weapons and vehicle arrested"
6397,"Zabul: Three outposts conquered, two vehicles destroyed, seven killed and injured"
6398,"Kandahar: Attack on military bases, vehicle destroyed, deaths"
6399,"4 killed in attack on US base in Parwan"
6400,"Attack on Kapisa military base and outposts, 5 killed"
6401,"Nangarhar, 8 killed, including deputy district chief"
6402,"Ghazni: Attack on check post kills 10"
6403,"Ghor, hundreds of people declare allegiance, hand over enough weapons"
6404,"Nangarhar vehicle destroyed, five killed and injured"
6405,"Kabul, Jalalabad and Logar, three vehicles destroyed, 10 killed and injured"
6406,"Parwan and Maidan, attacks on soldiers, two killed"
6407,"Attacks in Takhar, Ghazni and Laghman, conquest of vast areas and outposts"
6408,"Kabul, Kandahar and Rozgan, 10 killed, including senior officials"
6409,"Paktia and Logar, tanks and vehicles destroyed, five killed and injured"
6411,"Attacks on Khost, Baghlan and Maidan, centers and outposts"
6412,"Attack on Ghazni, district center, check posts and caravan, 6 killed and injured"
6413,"Gardez blast injures four miscreants"
6414,"Khost, campaign attack, intelligence commander arrested"
6415,"Badghis, Farah and Ghor, the enemy escaped from two check posts"
6416,"Attacks in Ghazni and Faryab, 17 killed, including officer"
6417,"Mujahideen attack security forces in Baghlan"
6418,"Attacks on the enemy in Kunar, Nangarhar, Badakhshan and Maidan"
6419,"Rozgan and Badghis, markets, schools and homes bombed"
6420,"Badghis and Zabul, two outposts conquered, 12 killed, considerable booty"
6423,"Mujahideen killed the commander in Kabul city"
6424,"Helmand: Enemy escapes, 2 tanks destroyed, several killed"
6425,"Ghazni and Kapisa conquests, enemy escapes, 21 soldiers killed, booty"
6426,"Baghlan: Attack on police posts, 5 killed, weapons looted"
6427,"Attack on Maidan, Paktia, police check post and party, 4 killed and injured"
6429,"Balkh and Kunar attacks and blasts, two officials killed"
6432,"Serious: American horror, 30 civilians martyred and wounded, 25 arrested"
6434,"Zabul: Tanks and vehicles destroyed, 8 killed and wounded, weapons looted"
6435,"Jawzjan and Balkh, attacks on forces, 27 killed and wounded"
6436,"Attack on Ghazni and Maidan, Center and party, 4 killed and injured"
6437,"Khost and Paktia, vehicles destroyed, 4 killed and injured"
6438,"Faryab: Operation, 11 personnel including general killed and injured"
6439,"Nangarhar, 4 soldiers surrendered, 6 killed and injured, vehicle destroyed"
6440,"Gardez, attack on security forces, 5 killed and injured"
6442,"Attack on Ghazni check post and party, seven killed and injured"
6443,"Balkh battle, tanks destroyed, 9 killed and wounded"
6444,"Helmand: Operation, 13 policemen including commanders killed and injured"
6445,"Kandahar: Bomb blast, vehicle destroyed, five killed including commander"
6447,"Faryab: American bomber, 15 houses destroyed, one civilian martyred"
6448,"Herat and Nimroz: Tank vehicle destroyed, 2 personnel injured"
6449,"Kandahar: Attack and explosion, tanks destroyed, 9 forces killed"
6451,"Tirinkot: Mujahideen attack kills 14 including 3 US soldiers"
6452,"Nimroz-Herat: Attack on check post, 2 tanks destroyed, 10 personnel killed and injured"
6453,"Farah and Faryab: Outposts conquered, 3 killed including commander, 7 arrested, booty"
6454,"Spiral: Mujahideen operation, enemy repulsed, wide area conquered"
6455,"Kandahar: Attack and explosion, tank destroyed, 2 militants killed, 2 arrested"
6456,"Helmand: Outpost conquest, 12 soldiers and police killed, weapons looted"
6457,"Faryab: Armed operation, killing of 3 personnel including commanders, weapons looted"
6458,"Laghman and Parwan, commander injured, police killed"
6459,"Faryab: Wide area conquered, seven killed and wounded, weapons looted"
6460,"Spiral: Check post victory, 9 personnel killed and wounded, weapons looted"
6461,"Tirinkot: Enemy attacks repulsed, 8 forces killed and wounded"
6462,"Balkh operation failed, 34 killed, including four commanders"
6463,"Attacks on Laghman base and caravan, 5 killed and injured"
6464,"Jalalabad and Maidan attacks, three policemen and a soldier killed"
6465,"Kabul and Ghazni, attacks and explosions, 25 killed and injured, including informants"
6466,"Nangarhar: Attack on militants, vehicle destroyed, 6 killed and injured"
6467,"Attacks on Logar, outpost and patrol party, 8 killed and injured"
6470,"Ghazni and Maidan, attack on the center, vehicle destroyed, 2 killed"
6471,"Baghlan blast, tank destroyed, 6 killed and wounded"
6472,"Faryab and Farah: Military brutality, 2 civilians including driver martyred"
6475,"Parwan, Ghazni, Maidan and Paktia, five killed and injured"
6476,"Helmand: Troops attacked, tanks destroyed, seven killed"
6477,"Lugar, Kapisa and Bagram, oil tanker destroyed, 2 injured"
6479,"Ghazni, police station and four outposts conquered, dozens killed, looted"
6480,"Balkh operation, 13 killed including two commanders, police chief and 16 injured"
6481,"Kunduz military terror, violence against people, mosque destroyed"
6482,"Retaliation of the killer in the public assembly in Baghlan"
6483,"Logar, attack on military vehicle, three killed, weapons looted"
6484,"Laghman, attack on militants and soldiers, 5 killed and wounded"
6485,"Nangarhar, Baghlan and Ghazni, 19 killed and wounded, including two commanders"
6486,"Faryab: Outpost conquered, 2 militants killed, 3 arrested, weapons looted"
6488,"Badghis and Uruzgan: Laser gun attack, 3 killed, one surrendered"
6489,"Helmand and Faryab: Enemy escaped, 6 personnel including commanders killed and wounded"
6491,"Nangarhar, tank destroyed, two wounded, two soldiers surrendered"
6493,"Tirinkot: Mujahideen attack, 17 soldiers and police killed and injured"
6494,"Logar, attack on security forces, 5 killed and injured"
6495,"Kabul: Two children martyred and two women injured in an American car crash"
6498,"Helmand: Laser gun attack on check posts, 15 forces killed"
6499,"American brutality, female martyr, 6 civilians arrested"
6502,"Nangarhar: Attack destroys vehicle, 6 personnel injured, 2 surrendered"
6503,"Ghor Wahrat: Mujahideen operation, five robbers, 2 soldiers arrested"
6504,"Ghor: The killing of civilians is not an act of Mujahideen / spokesman"
6505,"Kandahar: Liaison Mujahideen attack, 13 killed including quick force commander"
6507,"Helmand: Enemy escapes, five military vehicles destroyed, 16 killed and wounded"
6508,"Kunar, Paktika and Kapisa attacks, enemy escape, casualties"
6509,"Balkh, Logar, check post and party attacked, two injured"
6510,"Ghazni: General savage commander of militants killed"
6512,"Nangarhar, two abducted traders rescued, military surrendered"
6513,"Baghlan military terror, two civilians martyred"
6514,"Faryab: Check post victory, 4 killed including commander, weapons looted"
6515,"Logro Khost, vehicle and water tanker destroyed, deaths"
